id,name,date,director,actor,language
1417366,The Shower,2020.0,Bauddhayan Mukherji,,Hindi
1417415,Victory 2,2018.0,Hari Santosh,Sharan,Kannada
1417456,The Clarinets,2017.0,Debadrita Bose,,"Bengali, Bangla"
1417489,Olappeeppi,2016.0,Krish Kymal,Dev Prayag Hari,Malayalam
1417580,Feather,2013.0,Raam Reddy,,Telugu
1417617,Orma Mathram,2011.0,Madhu Kaithapram,Dileep,Malayalam
1417719,Iti Srikanta,2004.0,Anjan Das,Soha Ali Khan,"Bengali, Bangla"
1417805,Welcome to Kodaikanal,1992.0,Anil Kumar,Jagadish,Malayalam
1417838,Bond 303,1985.0,Ravi Tandon,Jeetendra,Hindi
1417840,Preminchu Pelladu,1985.0,Vamsy,Bhanupriya,Telugu
1417841,Sanjog,1985.0,K. Viswanath,Jeetendra,Hindi
1417846,Manju,1983.0,M T Vasudevan Nair,Sangeeta Naik,Malayalam
1417863,Maang Bharo Sajana,1980.0,Rama Rao Tatineni,Jeetendra,Hindi
1417874,Pranam Khareedu,1978.0,K. Vasu,Chandramohan,Telugu
1417911,Tero Nadir Pare,1969.0,Barin Saha,Jnanesh Mukhopadhyay,"Bengali, Bangla"
1418127,Deyaler Desh,2024.0,Mishuk Moni,Sariful Razz,"Bengali, Bangla"
1418195,Arjun,2022.0,Mukesh,Mukesh,Tamil
1418206,Manhole,2022.0,Abhishek Verma,,Hindi
1418217,Anbulla Ghilli,2022.0,Srinath Ramalingam,Maithreya Rajasekar,Tamil
1418351,Marainthirunthu Paarkum Marmam Enna,2018.0,R. Rahesh,Dhruva,Tamil
1418383,Laali Ki Shaadi Mein Laaddoo Deewana,2017.0,Manish Harishankar,Vivaan Shah,Hindi
1418417,Jessie,2016.0,Pavan Wadeyar,Dhananjay,Kannada
1418460,Naan Than Bala,2014.0,G. J. Kannan,Vivek,Tamil
1418523,Kellafate,2010.0,Pijush Saha,Ankush Hazra,"Bengali, Bangla"
1418563,Aayudham,2008.0,Nishad M A,Suresh Gopi,Malayalam
1418586,Say Salaam India: 'Let's Bring the Cup Home',2007.0,Subhash Kapoor,Mandar Jadhav,Hindi
1418629,Ammayilu Abbayilu,2003.0,Ravi Babu,Mohit Chadda,Telugu
1418651,Postman,1999.0,Muppalaneni Shiva,Mohan Babu,Telugu
1418653,Stalin Sivadas,1999.0,T S Suresh Babu,Mammootty,Malayalam
1418670,Asuravamsam,1997.0,Shaji Kailas,Siddique,Malayalam
1418747,Kaamchor,1982.0,K. Viswanath,Rakesh Roshan,Hindi
1418794,Phir Kab Milogi,1974.0,Hrishikesh Mukherjee,Mala Sinha,Hindi
1418796,Jadu Bansha,1974.0,Partha Pratim Chowdhury,Uttam Kumar,"Bengali, Bangla"
1418809,Hulchul,1971.0,O.P. Ralhan,Prem Chopra,Hindi
1419096,The Tale Of A Santa And His Moth,2022.0,Aneek Chaudhuri,Pawan Chopra,Hindi
1419100,Masoom,2022.0,Mihir Desai,Boman Irani,Hindi
1419231,Buker Ba Pashe,2018.0,,Afran Nisho,"Bengali, Bangla"
1419258,The Black Jew,2017.0,Salim Kumar,Salim Kumar,Malayalam
1419274,Jeena Isi Ka Naam Hai,2017.0,Keshhav Panneriy,Arbaaz Khan,Hindi
1419371,Ithu Pathiramanal,2013.0,Padmakumar M,Unni Mukundan,Malayalam
1419396,There is Something in the Air,2011.0,Iram Ghufran,,Hindi
1419429,Clerk,2010.0,Subhadro Chowdhury,Prosenjit Chatterjee,"Bengali, Bangla"
1419439,Neel Akasher Chandni,2009.0,Sujit Guha,Jeet,"Bengali, Bangla"
1419468,Krishna - Makhan Chor,2006.0,Rajiv Chilaka,,Hindi
1419471,Evandoi Sreevaru,2006.0,E. Sathi Babu,Srikanth,Telugu
1419538,Aakrosh: Cyclone Of Anger,1998.0,,Suniel Shetty,Hindi
1419548,Ek Tha Raja,1996.0,,Aditya Pancholi,Hindi
1419553,Ayudha Poojai,1995.0,C. Sivakumar,Arjun Sarja,Tamil
1419567,Aasoo Bane Angaarey,1993.0,Mehul Kumar,Jeetendra,Hindi
1419570,Ghazal,1993.0,Kamal,Thilakan,Malayalam
1419571,Sthreedhanam,1993.0,Anil Kumar,Jagadish,Malayalam
1419573,Customs Diary,1993.0,T S Suresh Babu,Jayaram,Malayalam
1419579,Ennodishtam Koodamo,1992.0,Kamal,Mukesh,Malayalam
1419604,Brahma Puthrudu,1988.0,Dasari Narayana Rao,Venkatesh,Telugu
1419639,Chalisuva Modagalu,1982.0,Singeetam Srinivasa Rao,Dr. Rajkumar,Kannada
1419661,Aadi Yug,1978.0,T.K. Prasad,Mehndi Jamal,Hindi
1419664,Guruvayoor Kesavan,1977.0,Bharathan,Jayabharathi,Malayalam
1419675,Andharangam,1975.0,Muktha Srinivasan,Kamal Haasan,Tamil
1419679,Anari,1975.0,Asit Sen,Sharmila Tagore,Hindi
1419690,Crossing the Darkness,1973.0,Tapan Sinha,Madhabi Mukherjee,"Bengali, Bangla"
1419692,Marjina Abdulla,1973.0,Dinen Gupta,Santosh Dutta,"Bengali, Bangla"
1419733,Aaya Toofan,1964.0,Mohammed Hussain,Dara Singh,Hindi
1419781,Ora Thakey Odharey,1954.0,,,"Bengali, Bangla"
1419925,Nilavuku En Mel Ennadi Kobam,,Dhanush,Pavish,Tamil
1419997,Datta,2023.0,Nirmal Chakravarty,Rituparna Sengupta,"Bengali, Bangla"
1420004,Siruvan Samuel,2023.0,Sadhu Burlington,Ajidhan Thavasimuthu,Tamil
1420015,Doctor Bakshi,2023.0,Saptaswa Basu,Parambrata Chatterjee,"Bengali, Bangla"
1420021,Physics Wallah,2022.0,Abhishek Dhandharia,Shreedhar Dubey,Hindi
1420071,Dil Bekaraar,2021.0,Habib Faisal,Akshay Oberoi,Hindi
1420121,Forbidden Love,2020.0,Pradeep Sarkar,,Hindi
1420197,Baa Baaa Black Sheep,2018.0,Vishwas Paandya,Anupam Kher,Hindi
1420295,Rhaatee,2015.0,A. P. Arjun,Dhananjay,Kannada
1420336,Purnodoirgho Prem Kahini,2013.0,Shafi Uddin Shafi,Shakib Khan,"Bengali, Bangla"
1420405,Kola Kolaya Mundhirika,2010.0,Madhumita,Karthik Kumar,Tamil
1420473,Pehchaan: The Face of Truth,2005.0,Shrabani Deodhar,Vinod Khanna,Hindi
1420524,Iraniyan,1999.0,Vincent Selva,Murali,Tamil
1420533,Yaare Neenu Cheluve,1998.0,D. Rajendra Babu,V. Ravichandran,Kannada
1420553,Parvathy Parinayam,1995.0,P G Viswambharan,Mukesh,Malayalam
1420582,Innathe Program,1991.0,P G Viswambharan,Mukesh,Malayalam
1420584,Bidhilipi,1991.0,Anjan Choudhury,Ranjit Mallick,"Bengali, Bangla"
1420594,Muddula Mavayya,1989.0,Kodi Ramakrishna,Nandamuri Balakrishna,Telugu
1420641,Kondaveeti Simham,1981.0,K Raghavendra Rao,N.T. Rama Rao,Telugu
1420701,Raja Saab,1969.0,Suraj Prakash,Shashi Kapoor,Hindi
1420741,Mai Baap,1957.0,M. Sadiq,Balraj Sahni,Hindi
1420985,Baagh - The Tiger,2022.0,Sourish Dey,Biswanath Basu,"Bengali, Bangla"
1421202,Second Hand Husband,2015.0,Smeep Kang,Dharmendra,Hindi
1421206,Ishqedarriyaan,2015.0,V. K. Prakash,Mimoh Chakraborty,Hindi
1421255,Rabba Main Kya Karoon,2013.0,Amrit Sagar Chopra,Arshad Warsi,Hindi
1421297,Ami Aadu,2010.0,Somnath Gupta,Angana Basu,"Bengali, Bangla"
1421323,Lovesongs,2008.0,Jayabrato Chatterjee,Jaya Bachchan,Hindi
1421333,Go,2007.0,Manish Shrivastav,Gautam Gupta,Hindi
1421462,Ezhara Ponnana,1992.0,Thulasidas,Jayaram,Malayalam
1421484,Jung Baaz,1989.0,Mehul Kumar,Govinda,Hindi
1421485,Varnam,1989.0,Ashokan,Jayaram,Malayalam
1421523,Adhisaya Piravigal,1982.0,R. Thyagarajan,Karthik Muthuraman,Tamil
1421561,Chor Sipahee,1977.0,Prayag Raj,Shashi Kapoor,Hindi
1421563,Chala Murari Hero Banne,1977.0,Govardhan Asrani,Govardhan Asrani,Hindi
1421576,Rani and Lalpari,1975.0,Ravikant Nagaich,Baby Raani,Hindi
1421587,Jangal Mein Mangal,1972.0,Rajendra Bhatia,Kiran Kumar,Hindi
1421590,Shehzada,1972.0,K. Shankar,Rajesh Khanna,Hindi
1421631,Arivaali,1963.0,A. T. Krishnaswamy,Sivaji Ganesan,Tamil
1421636,Saradha,1962.0,K. S. Gopalakrishnan,S. S. Rajendran,Tamil
1421889,The Great Weddings of Munnes,2022.0,Sunil Subramani,Abhishek Banerjee,Hindi
1422049,Amma I Love You,2018.0,K. M. Chaitanya,Chiranjeevi Sarja,Kannada
1422107,Ice Cream,2016.0,Redoan Rony,Sariful Razz,"Bengali, Bangla"
1422110,The Jungle Book: The Legend of the Giant Claw,2016.0,Tapaas Chakravarti,Jimmy Hibbert,Hindi
1422208,Neeku Naaku Dash Dash,2012.0,Teja,Prince Cecil,Telugu
1422211,Goraay Gandogol,2012.0,Aniket Chattopadhyay,Rahul Banerjee,"Bengali, Bangla"
1422219,Veedu Theda,2011.0,Chinni Krishna,Nikhil Siddhartha,Telugu
1422241,Punyam Aham,2010.0,Raj Nair,Prithviraj Sukumaran,Malayalam
1422356,Gagan Chowdhuryr Studio,1999.0,Sandip Ray,Saswata Chatterjee,"Bengali, Bangla"
1422371,Kottapurathe Koottukudumbam,1997.0,Pappan Naripatta,Vijayaraghavan,Malayalam
1422377,Bal Bramhachari,1996.0,Prakash Mehra,Puru Raaj Kumar,Hindi
1422424,Mukthi,1988.0,I V Sasi,Mammootty,Malayalam
1422446,Aksharangal,1984.0,I V Sasi,Mammootty,Malayalam
1422452,Ormakkayi,1982.0,Bharathan,Madhavi,Malayalam
1422478,Justice Gopinath,1978.0,Yoganand D,Sivaji Ganesan,Tamil
1422491,Swami Ayyappan,1975.0,P Subramaniam,Gemini Ganesan,Malayalam
1422495,Yashoda Krishna,1975.0,Chittajallu Srinivasa Rao,S. V. Ranga Rao,Telugu
1422506,Naya Nasha,1973.0,Hari Dutt,Nanda,Hindi
1422535,Vennira Adai,1965.0,C. V. Sridhar,Jayalalithaa J,Tamil
1422571,Saheb Bibi Golam,1956.0,Kartick Chattopadhyay,Uttam Kumar,"Bengali, Bangla"
1422580,Bahut Din Hue,1954.0,S. S. Vasan,Madhubala,Hindi
1422787,Valentine @3,2022.0,Mani Shankar Iyer,Shylaja Chetlur,Tamil
1422788,Madhi,2022.0,Naga Dhanush,Sreeram Nimmala,Telugu
1422793,Jotugriho,2022.0,Saptaswa Basu,Parambrata Chatterjee,"Bengali, Bangla"
1422848,Shivanum-Mohiniyum,2021.0,Ramakaushalyan Ramakrishnan,,Tamil
1422876,Marichjhapi,2020.0,Bauddhayan Mukherji,Adil Hussain,"Bengali, Bangla"
1422942,Oru Kaatil Oru Paykappal,2019.0,P Vijayakumar,Mythili,Malayalam
1422964,Rising Silence,2018.0,Leesa Gazi,,"Bengali, Bangla"
1422980,SP Chauhan,2018.0,Manoj Jha,Jimmy Shergill,Hindi
1422999,Yaanum Theeyavan,2017.0,Prashanth G Sekar,Ashwin Jerome,Tamil
1423003,Yeh Ballet,2017.0,Sooni Taraporevala,Manish Chauhan,Hindi
1423024,Nagarahavu,2016.0,Kodi Ramakrishna,Vishnuvardhan,Kannada
1423048,Tharkappu,2015.0,R. P. Ravi,Sakthi Vasu,Tamil
1423107,Chota Bheem in Jungli Kabeela,2013.0,,,Hindi
1423209,Satya In Love,2008.0,Raghava Loki,Shivaraj Kumar,Kannada
1423217,Machakaaran,2007.0,Tamilvannan,Jeevan,Tamil
1423280,Namma Veetu Kalyanam,2002.0,V. Sekhar,Murali,Tamil
1423284,Ivan,2002.0,R. Parthiban,R. Parthiban,Tamil
1423286,Kaaboo,2002.0,Vicky Ranawat,Faisal Hussain Khan,Hindi
1423326,Dil Tera Diwana,1996.0,,Saif Ali Khan,Hindi
1423409,Iniyenkilum,1983.0,I V Sasi,Mohanlal,Malayalam
1423474,Gomti Ke Kinare,1972.0,Saawan Kumar Tak,Meena Kumari,Hindi
1423546,Chhoti Bahen,1959.0,,Balraj Sahni,Hindi
1423721,Exit,2024.0,Shaheen Mohammed,Vishak Nair,Malayalam
1423730,Sound Party,2023.0,,,Telugu
1423749,Kunjamminis Hospital,2023.0,Sanal V Devan,Indrajith Sukumaran,Malayalam
1423766,Ouch 2,2023.0,Vaibhav Mutha,Sharman Joshi,Hindi
1423787,Woh 3 Din,2022.0,,Sanjay Mishra,Hindi
1423817,Ombatthane Dikku,2022.0,Dayal Padmanabhan,Master Akhil,Kannada
1423825,Nitantoi Sahaj Saral,2021.0,Satrabit Paul,,"Bengali, Bangla"
1423827,Welcome Son 2,2021.0,Ambrish Bhatia,,Hindi
1423944,Piya Re,2018.0,Abhimanyu Mukherjee,Soham Chakraborty,"Bengali, Bangla"
1423962,Juliet Lover of Idiot,2017.0,Ajay Vodhirala,Naveen Chandra,Telugu
1423997,Bossgiri,2016.0,Shamim Ahamed Roni,Shakib Khan,"Bengali, Bangla"
1424027,Budugu,2015.0,Manmohan,Indu Anand,Telugu
1424034,Saaradhi,2015.0,Gopalan Manoj,Sreenivasan,Malayalam
1424035,Gaddam Gang,2015.0,Santhosh P. Jayakumar,Dr. Rajasekhar,Telugu
1424056,Baari Tar Bangla,2014.0,Rangan Chakraborty,Tulika Basu,"Bengali, Bangla"
1424085,Dasa Tirigindi,2013.0,Satti Srinivasa Reddy,Sivaji Sontineni,Telugu
1424106,Josettante Hero,2012.0,K K Haridas,Anoop Menon,Malayalam
1424221,Murad,2005.0,,Sohail Asghar,Hindi
1424231,Thendral,2004.0,Thangar Bachan,R. Parthiban,Tamil
1424254,Haathi Ka Anda,2002.0,Arun Khopkar,Irrfan Khan,Hindi
1424299,Aksharam,1995.0,Sibi Malayil,Suresh Gopi,Malayalam
1424309,Sacred Groves,1994.0,Pattabhirama Reddy,,Kannada
1424339,Guru Dakshina,1987.0,Anjan Choudhury,Ranjit Mallick,"Bengali, Bangla"
1424362,Jaag Utha Insan,1984.0,K. Viswanath,Sridevi,Hindi
1424407,Dulhan Wahi Jo Piya Man Bhaaye,1977.0,Lekh Tandon,Shyamali,Hindi
1424409,Kavikkuyil,1977.0,Devaraj,Rajinikanth,Tamil
1424410,Khel Khilari Ka,1977.0,Arjun Hingorani,Dharmendra,Hindi
1424426,Manzilein Aur Bhi Hain,1974.0,Mahesh Bhatt,Gulshan Arora,Hindi
1424463,Anubavi Raja Anubavi,1967.0,K. Balachander,Nagesh,Tamil
1424622,Agni Siragugal,,Naveen,Vijay Antony,Tamil
1424675,Ameena,2024.0,Kumar Raj,Rekha Rana,Hindi
1424699,I Killed Bapu,2023.0,Hyder Kazmi,Sameer Deshpande,Hindi
1424716,Spaced Out,2023.0,Hari Haran R,Sagar M.S,Tamil
1424730,Enjoy,2022.0,Perumal Kasi,Madhan Kumar Dhakshinamoorthy,Tamil
1424740,Panchatantra Kathalu,2022.0,Shekar Ganganamoni,Nandini Rai,Telugu
1424743,Dear Vikram,2022.0,K.S. Nandeesh,Sathish Ninasam,Kannada
1424872,Thorati,2019.0,P. Marimuthu,Shaman Mithru,Tamil
1424946,Srivalli,2017.0,Vijayendra Prasad,Neha Hinge,Telugu
1424984,Garam,2016.0,Madan,Aadi Saikumar,Telugu
1425097,Mr 420,2012.0,Pradeep Raj,Pranitha Subhash,Kannada
1425176,Satyameva Jeyate,2009.0,Jeevitha,Dr. Rajasekhar,Telugu
1425189,Haal-e-Dil,2008.0,Anil Devgan,Adhyayan Suman,Hindi
1425267,Kurigalu Saar Kurigalu,2001.0,Rajendra Singh Babu,Ramesh Aravind,Kannada
1425313,Mafia,1996.0,Aziz Sejawal,Ishrat Ali,Hindi
1425333,Aadmi,1993.0,,Mithun Chakraborty,Hindi
1425345,Deiva Vaakku,1992.0,M. S. Madhu,Karthik Muthuraman,Tamil
1425363,Shandaar,1990.0,,Mithun Chakraborty,Hindi
1425375,Paap Ki Duniya,1988.0,Shibu Mitra,Sunny Deol,Hindi
1425393,Pataal Bhairavi,1985.0,K. Bapaiah,Jeetendra,Hindi
1425403,John Jaffer Janardhanan,1982.0,I V Sasi,Mammootty,Malayalam
1425498,Bhaaga Pirivinai,1959.0,A. Bhimsingh,Sivaji Ganesan,Tamil
1425504,Asiya,1957.0,Fateh Lohani,Sumita Devi,"Bengali, Bangla"
1425516,Abe Hayat,1955.0,Ramanlal Desai,Premnath Malhotra,Hindi
1425655,The Huntress,,Shiv Rawail,Alia Bhatt,Hindi
1425673,Patrolling,,vidya sagar,,Telugu
1425684,Thandel,,Chandoo Mondeti,Naga Chaitanya Akkineni,Telugu
1425701,Secret Home,2024.0,Abhayakumar,Sshivada Nair,Malayalam
1425791,Ettulu,2022.0,Camp Sasi,Jagadeesh Bandari,Telugu
1425810,Made in India,2022.0,Rohit Shetty,Ranveer Singh,Hindi
1425843,Torulatar Bhoot,2021.0,Deb Roy,Prasanta Sutradhar,"Bengali, Bangla"
1425863,Krishna Talkies,2021.0,Vijayanandha,Ajai Rao,Kannada
1425886,Tallukh,2020.0,Anurag Jha,Anurag Jha,Hindi
1425889,Why do flowers die,2020.0,pramoth durai,Nagarathinam,Tamil
1425912,Babru,2019.0,Sujay Ramaiah,Suman Nagarkar,Kannada
1426000,Pataki,2017.0,Manju Swaraj,Ganesh,Kannada
1426005,Blue Mountains,2017.0,Suman Ganguli,Rajpal Yadav,Hindi
1426008,Akatho Puratho,2017.0,Sudevan,,Malayalam
1426020,Dana Kayonu,2016.0,,Duniya Vijay,Kannada
1426025,We make Images,2016.0,Nina Sabnani,,Hindi
1426029,Ostitto,2016.0,Anonno Mamun,Arifin Shuvo,"Bengali, Bangla"
1426040,The Turn,2016.0,Pushpa Rawat,,Hindi
1426047,Kathukutty,2015.0,Era. Saravanan,Narain,Tamil
1426062,Namasthe Bali,2015.0,K.V. Bejoy,Roma Asrani,Malayalam
1426083,Punascha,2014.0,Shouvik Mitra,Soumitra Chatterjee,"Bengali, Bangla"
1426149,Will You Marry Me?,2012.0,Aditya Datt,,Hindi
1426173,Madholal Keep Walking,2010.0,,Subrat Dutta,Hindi
1426239,Sathihara,2006.0,Biresh Chatterjee,Jeet,"Bengali, Bangla"
1426260,Thaka Thimi Tha,2005.0,Sundar C,Yuva krishna,Tamil
1426303,Raajjiyam,2002.0,Manoj Kumar,Vijayakanth,Tamil
1426402,Marte Dam Tak,1987.0,Mehul Kumar,Raaj Kumar,Hindi
1426417,Aalapana,1985.0,Vamsy,Bhanupriya,Telugu
1426419,Ee Thanalil Ithiri Neram,1985.0,P G Viswambharan,Shobana,Malayalam
1426429,Hum Se Hai Zamana,1983.0,Deepak Bahry,Mithun Chakraborty,Hindi
1426486,Abachurina Post Office,1973.0,N. Lakshminarayan,Girija Lokesh,Kannada
1426682,Meiyazhagan,,C. Prem Kumar,Karthi,Tamil
1426714,Local Sarakku,2024.0,S. P. Rajkumar,Dinesh,Tamil
1426787,Gandharwa,2022.0,Apsar Hussain,Sandeep Madhav,Telugu
1426791,Jhorapalok,2022.0,Sayantan Mukherjee,Bratya Basu,"Bengali, Bangla"
1426888,Puzhikkadakan,2019.0,Gireesh Nair,Jayasurya,Malayalam
1426964,Kadaisi Bench Karthi,2017.0,Ravi Bhargavan,Bharath Srinivasan,Tamil
1426974,Before the Third Bell,2017.0,Basav Biradar,Abhishek Majumdar,Hindi
1427105,Last Bench,2012.0,Jiju Asokan,Mahesh,Malayalam
1427132,Monica,2011.0,Sushen Bhatnagar,Ashutosh Rana,Hindi
1427138,I Am Singh,2011.0,Puneet Issar,Amy Holt,Hindi
1427143,Thana Theke Aschi,2010.0,Saron Datta,Parambrata Chatterjee,"Bengali, Bangla"
1427163,Madurai Sambavam,2009.0,Youreka,Harikumar,Tamil
1427165,Zor Lagaa Ke... Haiya!,2009.0,Girish Girija Joshi,Meghan Jadhav,Hindi
1427193,Thavam,2007.0,Sakthi Paramesh,Arun Vijay,Tamil
1427343,Pyar Ka Devta,1990.0,K. Bapaiah,Mithun Chakraborty,Hindi
1427362,Samundar,1986.0,Rahul Rawail,Sunny Deol,Hindi
1427369,Parayanumvayya Parayathirikkanumvayya,1985.0,Priyadarshan,Mammootty,Malayalam
1427401,Sattam Oru Iruttarai,1981.0,S. A. Chandrasekhar,Vijayakanth,Tamil
1427407,Bulundi,1981.0,Esmayeel Shroff,Raaj Kumar,Hindi
1427429,Chanakya Chandragupta,1977.0,N.T. Rama Rao,N.T. Rama Rao,Telugu
1427442,Bhakta Kannappa,1976.0,,,Telugu
1427491,Doli,1969.0,Adurthi Subba Rao,Rajesh Khanna,Hindi
1427535,Alladin and the Wonderful Lamp,1957.0,T. R. Raghunath,Nageshwara Rao Akkineni,Telugu
1427546,Malaikallan,1954.0,S. M. Sriramulu Naidu,M. G. Ramachandran,Tamil
1427718,Kartam Bhugtam,2024.0,Soham Shah,Vijay Raaz,Hindi
1427764,Sarvam Shakthi Mayam,2023.0,,Priyamani,Hindi
1427846,Dear Megha,2021.0,Sushanth Reddy,Thrigun,Telugu
1427888,Patra Vaitha Nerupondru,2020.0,Vinoth Rajendran,Smruthi Venkat,Tamil
1427961,Aickarakkonathe Bhishaguaranmaar,2018.0,Biju Majeed,Vipin Mangalashery,Malayalam
1428001,Brikkho Manob,2017.0,Humayun Ahmed,Ejajul Islam,"Bengali, Bangla"
1428089,Galipatam,2014.0,Naveen Gandhi,Aadi Saikumar,Telugu
1428259,Kanmashi,2002.0,V M Vinu,Vineeth Kumar,Malayalam
1428278,Sammakka Sarakka,2000.0,Dasari Narayana Rao,Suman Talwar,Telugu
1428319,Indhu,1994.0,,R. Sarathkumar,Tamil
1428338,Taru,1991.0,Ram Mohan,,Hindi
1428354,Sakalakala Sammandi,1989.0,Visu,Visu,Tamil
1428377,Dosti Dhushmani,1986.0,Rama Rao Tatineni,Jeetendra,Hindi
1428379,Anokha Rishta,1986.0,I V Sasi,Rajesh Khanna,Hindi
1428390,Asthram,1983.0,P N Menon,Mammootty,Malayalam
1428412,Dui Prithibi,1980.0,Piyush Bose,Uttam Kumar,"Bengali, Bangla"
1428421,Ashikkhito,1978.0,Azizur Rahman,Abdur Razzak,"Bengali, Bangla"
1428452,Adhikar,1971.0,S.M. Sagar,Ashok Kumar,Hindi
1428460,Pagla Kahin Ka,1970.0,Shakti Samanta,Shammi Kapoor,Hindi
1428707,The Rashomon Protocol,2023.0,Aniruddha Deshmukh,Saishubham Pathak,Hindi
1428712,Kumudini Bhavan,2023.0,,Keya Chakraborty,"Bengali, Bangla"
1428727,COAT,2023.0,Akshay Ditti,Vivaan Shah,Hindi
1428733,The Haunting,2023.0,Tanveer Bookwala,Erica Fernandes,Hindi
1428743,THE 7,2023.0,Khijir Hayat Khan,Nafis Ahmed,"Bengali, Bangla"
1428773,Pistha,2022.0,M. Ramesh Bharathi,Metro Shirish,Tamil
1428784,Darja,2022.0,Saleem Malik,Anasuya Bharadwaj,Telugu
1428801,Fourwalls,2022.0,Sajjan S.S.,Achyuth Kumar,Kannada
1428826,Choo Mandhirakaali,2021.0,Eswar Kotravai,Karthikeyan Velu,Tamil
1428860,Nabab LLB,2020.0,Anonno Mamun,Shakib Khan,"Bengali, Bangla"
1428915,Manaroopa,2019.0,Kiran Hegde,Anusha Rao,Kannada
1429002,Aroni Tokhon,2017.0,Sourav Chakraborty,Paoli Dam,"Bengali, Bangla"
1429005,Inayathalam,2017.0,Shankar-Suresh,Ganesh Venkatraman,Tamil
1429059,Ekti Bangali Bhooter Goppo,2015.0,Indranil Roychowdhury,Jaya Ahsan,"Bengali, Bangla"
1429113,One,2013.0,Parthan Mohan,Soumya Sadanndan,Malayalam
1429174,Thakita Thakita,2010.0,Srihari Nanu,Harshvardhan Rane,Telugu
1429175,Rehmat Ali,2010.0,Partho Ghosh,Mithun Chakraborty,"Bengali, Bangla"
1429184,Baabarr,2009.0,Ashu Trikha,Mithun Chakraborty,Hindi
1429198,Chalo Hamara Des,2008.0,Shabnam Virmani,,Hindi
1429202,Viyyalavari Kayyalu,2007.0,E. Sathi Babu,Uday Kiran,Telugu
1429215,Aadum Koothu,2006.0,T. V. Chandran,Navya Nair,Tamil
1429218,Pakal,2006.0,,Prithviraj Sukumaran,Malayalam
1429225,Katputtli,2006.0,Sanjay Khanna,Milind Soman,Hindi
1429235,Political Rowdy,2005.0,Adhi Narayana,Mohan Babu,Telugu
1429253,The Game of Love,2004.0,Bhavani,Paresh Rawal,Hindi
1429264,Ennai Thalatta Varuvala,2003.0,Bobby Kolli,Ajith Kumar,Tamil
1429303,Kanave Kalaiyadhe,1999.0,Gauthaman,Murali,Tamil
1429347,Bhagyawan,1993.0,S.K. Subash,Govinda,Hindi
1429349,Pekata Paparao,1993.0,Y Nageswara Rao,Rajendra Prasad,Telugu
1429359,Bhadram Koduko,1992.0,Akkineni Kutumba Rao,Santhosh Reddy,Telugu
1429363,Koodikazhcha,1991.0,T S Suresh Babu,Jayaram,Malayalam
1429402,Pillai Nila,1985.0,Manobala,Mohan,Tamil
1429403,Hum Dono,1985.0,B.S. Glaad,Rajesh Khanna,Hindi
1429413,Aattakalasham,1983.0,J Sasikumar,Prem Nazir,Malayalam
1429414,Sandhyakku Virinja Poovu,1983.0,P G Viswambharan,Seema,Malayalam
1429421,Haalu Jenu,1982.0,Singeetam Srinivasa Rao,Dr. Rajkumar,Kannada
1429454,Bundal Baaz,1976.0,Shammi Kapoor,Rajesh Khanna,Hindi
1429500,Mehrban,1967.0,A. Bhimsingh,Ashok Kumar,Hindi
1429522,Annai,1962.0,S. Panju,Bhanumathi,Tamil
1429538,Sri Venkateswara Mahatmyam,1960.0,P. Pullaiah,N.T. Rama Rao,Telugu
1429786,Abracadabra,2024.0,Shishir Rajmohan,Anant Nag,Kannada
1429787,LLB (Life Line of Bachelors),2024.0,A.M. Sidhique,Sreenath Bhasi,Malayalam
1429847,Jaanbaaz Hindustan Ke,2023.0,Srijit Mukherji,Regina Cassandra,Hindi
1429862,Jahaan Chaar Yaar,2022.0,Kamal Pandey,Swara Bhasker,Hindi
1429936,Mr & Miss,2021.0,,,Telugu
1429992,Super Duper,2019.0,Na. Arun Karthik,Dhruva,Tamil
1430073,Rubaai,2017.0,M. Anbazhagan,Chandran,Tamil
1430143,Shivam,2015.0,Srinivasa Raju,Upendra,Kannada
1430191,Sillunu Oru Sandhippu,2013.0,Ravi Lallin,Vimal,Tamil
1430219,Bangkok Summer,2011.0,Pramod,Unni Mukundan,Malayalam
1430257,Mental Krishna,2009.0,Posani Krishna Murali,Posani Krishna Murali,Telugu
1430320,Kash Aap Hamare Hote,2003.0,Ravindra Peepat,Juhi Babbar,Hindi
1430371,Bewafa Sanam,1995.0,,,Hindi
1430442,Oru Kochu Swapnam,1984.0,Vipin Das,Ilavarasi,Malayalam
1430453,Sindoora Sandhyakku Mounam,1982.0,I V Sasi,Ratheesh,Malayalam
1430477,Meri Biwi Ki Shaadi,1979.0,Rajat Rakshit,Amol Palekar,Hindi
1430492,Shirdi Ke Sai Baba,1977.0,Ashok V. Bhushan,Sudhir Dalvi,Hindi
1430754,S.I.T Special Investigation Team,2024.0,Vijaya Bhaskar Reddy,Arvind Krishna,Telugu
1430771,Bijoyar Pore,2023.0,Abhijit SriDas,Swastika Mukherjee,"Bengali, Bangla"
1430845,The List,2022.0,Gaurav Dave,Angad Bedi,Hindi
1430913,Since Forever,2021.0,Nisam Asaf,,Malayalam
1430945,Sweet Biriyani,2021.0,Jeyachandra Hashmi,Balaji Venugopal,Tamil
1431013,Ammaa Ki Boli,2019.0,,Hrishitaa Bhatt,Hindi
