id,name,date,director,actor,language
1134800,Dobaara: See Your Evil,2017.0,Prawaal Raman,Lisa Ray,Hindi
1134808,Naqaab,2007.0,Mustan Alibhai Burmawalla,Akshaye Khanna,Hindi
1134814,Toofan,1989.0,Ketan Desai,Amitabh Bachchan,Hindi
1134827,Pogaru,2021.0,Nanda Kishore,Dhruva Sarja,Kannada
1134855,Murattu Kaalai,1980.0,S. P. Muthuraman,Rajinikanth,Tamil
1134870,Vattam,2022.0,Kamalakannan,Sibiraj,Tamil
1134937,Usthad,1999.0,Sibi Malayil,Mohanlal,Malayalam
1134984,The Freelancer,2023.0,Bhav Dhulia,Mohit Raina,Hindi
1135027,Kousalya Supraja Rama,2023.0,Shashank,Darling Krishna,Kannada
1135053,Let the Wind Blow,2004.0,Partho Sen-Gupta,Aniket Vishwasrao,Hindi
1135057,Performing the Goddess,1999.0,Naveen Kishore,Chapal  Bhaduri,"Bengali, Bangla"
1135080,God's Own Country,2014.0,Vasudev Sanal,Fahadh Faasil,Malayalam
1135083,The King & The Commissioner,2012.0,Shaji Kailas,Mammootty,Malayalam
1135097,Unnal Mudiyum Thambi,1988.0,K. Balachander,Kamal Haasan,Tamil
1135105,The Uprooted,1950.0,Nemai Ghosh,Prematosh Roy,"Bengali, Bangla"
1135125,Challenge,2009.0,Raj Chakraborty,Dev,"Bengali, Bangla"
1135126,Blade Babji,2008.0,Devi Prasad,Allari Naresh,Telugu
1135142,Prahaar,1991.0,Nana Patekar,Makrand Deshpande,Hindi
1135144,Koodevide?,1983.0,P. Padmarajan,Mammootty,Malayalam
1135155,Nela Ticket,2018.0,Kalyan Krishna,Ravi Teja,Telugu
1135161,Villali Veeran,2014.0,Sudheesh Shankar,Dileep,Malayalam
1135253,Arohan,1983.0,Shyam Benegal,Victor Banerjee,Hindi
1135274,Arjunan Saakshi,2011.0,Ranjith Sankar,Prithviraj Sukumaran,Malayalam
1135388,Guerrilla,2011.0,Nasiruddin Yousuff,Jaya Ahsan,"Bengali, Bangla"
1135526,Apothecary,2014.0,Madhav Ramadasan,Suresh Gopi,Malayalam
1135564,Shankar's Fairies,2021.0,Irfana Majumdar,Jaihind Kumar,Hindi
1135582,Woh Lamhe,2006.0,Mohit Suri,Kangana Ranaut,Hindi
1135603,Rudra Thandavam,2021.0,Mohan G,Richard Rishi,Tamil
1135648,Azhagar Samiyin Kuthirai,2011.0,Suseenthiran,Appukutty,Tamil
1135693,Faith Connections,2013.0,Pan Nalin,Bhole Baba,Hindi
1135698,Alibhai,2007.0,Shaji Kailas,Mohanlal,Malayalam
1135749,Last Defenders of Monogamy,2024.0,Mostofa Sarwar Farooki,Chanchal Chowdhury,"Bengali, Bangla"
1135838,Boomerang,2019.0,R. Kannan,Atharvaa Murali,Tamil
1135848,Autonagar Surya,2014.0,Deva Katta,Naga Chaitanya Akkineni,Telugu
1135865,Yuvaraju,2000.0,Y. V. S. Chowdary,Mahesh Babu,Telugu
1135958,Aami,2018.0,Kamal,Manju Warrier,Malayalam
1136011,Shock,2006.0,Harish Shankar,Ravi Teja,Telugu
1136015,Samba,2004.0,V. V. Vinayak,N.T. Rama Rao Jr.,Telugu
1136043,Tandav,2021.0,Ali Abbas Zafar,Saif Ali Khan,Hindi
1136048,Mohanlal,2018.0,Sajid Yahiya,Manju Warrier,Malayalam
1136049,Sakka Podu Podu Raja,2017.0,G. L. Sethuraman,Santhanam,Tamil
1136059,Majaa,2005.0,Shafi,Vikram,Tamil
1136126,Kohraa,1964.0,Biren Nag,Biswajeet Chatterjee,Hindi
1136156,Andhrawala,2004.0,Puri Jagannadh,N.T. Rama Rao Jr.,Telugu
1136182,Kuttanadan Marpappa,2018.0,Sreejith Vijayan,Kunchacko Boban,Malayalam
1136193,Dhada,2011.0,Ajay Bhuyan,Naga Chaitanya Akkineni,Telugu
1136216,Oru Kaidhiyin Diary,1985.0,Bharathiraja,Kamal Haasan,Tamil
1136236,Rickshaw Girl,2021.0,Amitabh Reza Chowdhury,Novera Rahman,"Bengali, Bangla"
1136298,Yeh Lamhe Judaai Ke,2004.0,Birendra Nath Tiwari,Shah Rukh Khan,Hindi
1136304,Song of Freedom,1995.0,Tareque Masud,,"Bengali, Bangla"
1136359,Chanakya,2019.0,Thiru,Gopichand,Telugu
1136398,Odavum Mudiyadhu Oliyavum Mudiyadhu,2023.0,Ramesh Venkat,Sathyamurthi .V,Tamil
1136409,Kavacham,2018.0,Sreenivas Mamilla,Bellamkonda Srinivas,Telugu
1136448,Jilebi,2015.0,Arun Shekhar,Jayasurya,Malayalam
1136486,Radiopetti,2015.0,Hari Viswanath,Lakshmanan,Tamil
1136490,Melvilasom,2011.0,Madhav Ramadasan,Suresh Gopi,Malayalam
1136513,Mujib: The Making of a Nation,2023.0,Shyam Benegal,Arifin Shuvo,"Bengali, Bangla"
1136561,Lupt,2018.0,Prabhuraj,Javed Jaffrey,Hindi
1136569,Welcome 2 Karachi,2015.0,Ashish R. Mohan,Hayley-Marie Axe,Hindi
1136602,Ladies Only,2021.0,Rebana Liz John,,Hindi
1136668,Run,2004.0,Jeeva,Abhishek Bachchan,Hindi
1136685,Óbur,2024.0,Faraz Ali,,Hindi
1136694,Kana Kanmani,2009.0,Akku Akbar,Niveditha Vijayan,Malayalam
1136702,Filhaal...,2002.0,Meghna Gulzar,Sushmita Sen,Hindi
1136764,Adhura,2023.0,Gauravv K. Chawla,Ishwak Singh,Hindi
1136805,Game Changer,,Shankar,Ram Charan,Telugu
1136863,Silence 2: The Night Owl Bar Shootout,2024.0,Aban Bharucha Deohans,Manoj Bajpayee,Hindi
1136878,Phoring,2013.0,Indranil Roychowdhury,Akash Adhikari,"Bengali, Bangla"
1136885,Rog,2005.0,Himanshu Brahmbhatt,Irrfan Khan,Hindi
1136904,Irul: Ghost Hotel,2021.0,M. S. Prem Nath,Punitah Shanmugam,Tamil
1137009,Oru Naal Varum,2010.0,T. K. Rajeev Kumar,Mohanlal,Malayalam
1137017,Mazhayethum Munpe,1995.0,Kamal,Mammootty,Malayalam
1137020,Saudagar,1991.0,Subhash Ghai,Dilip Kumar,Hindi
1137089,Kranti,2023.0,V. Harikrishna,Darshan Thoogudeepa,Kannada
1137130,Animal Park,,Sandeep Reddy Vanga,Ranbir Kapoor,Hindi
1137249,Kangaroo,2007.0,Raj Babu,Prithviraj Sukumaran,Malayalam
1137279,Veerappan,2016.0,Ram Gopal Varma,Lisa Ray,Hindi
1137283,Vadacurry,2014.0,Saravana Rajan,Jai Sampath,Tamil
1137301,Sabse Bada Khiladi,1995.0,Umesh Mehra,Akshay Kumar,Hindi
1137371,Oxygen,2017.0,Jyothi Krishna,Gopichand,Telugu
1137436,Lukochuri,1958.0,Kamal Majumdar,Kishore Kumar,"Bengali, Bangla"
1137443,Seventeeners,2021.0,Prithvi Konanur,,Kannada
1137503,Kitaab,1977.0,Gulzar,Uttam Kumar,Hindi
1137542,Corporate,2006.0,Madhur Bhandarkar,Bipasha Basu,Hindi
1137604,Partner,2023.0,Manoj Damodharan,Aadhi Pinisetty,Tamil
1137628,Musafir,2004.0,Sanjay Gupta,Anil Kapoor,Hindi
1137657,Jackson Durai,2016.0,Dharani Dharan,Sibiraj,Tamil
1137664,Makante Achan,2009.0,V M Vinu,Sreenivasan,Malayalam
1137694,LavaKusha,2017.0,Gireesh Mano,Neeraj Madhav,Malayalam
1137702,All Is Well,2015.0,Umesh Shukla,Rishi Kapoor,Hindi
1137742,Yuddham Sharanam,2017.0,Krishna Marimuthu,Naga Chaitanya Akkineni,Telugu
1137796,Hacked,2020.0,Vikram Bhatt,Hina Khan,Hindi
1137911,Yellow Bus,2023.0,Wendy Bednarz,Tannishtha Chatterjee,Hindi
1137915,Romantic,2021.0,Anil Paduri,Akash Puri,Telugu
1137995,Seetharam Benoy,2021.0,Devi Prasad Shetty,Vijay Raghavendra,Kannada
1138008,Seema Tapakai,2011.0,G. Nageswara Reddy,Allari Naresh,Telugu
1138121,The Net,1952.0,Guru Dutt,Geeta Bali,Hindi
1138276,Antardwand,2010.0,Sushil Rajpal,Raj Singh Chaudhary,Hindi
1138285,Chandranudikkunna Dikhil,1999.0,Lal Jose,Dileep,Malayalam
1138292,The Man with the Axe,1979.0,Mrinal Sen,Arun Mukherjee,"Bengali, Bangla"
1138299,Regina,2023.0,Domin D'Silva,Sunaina,Tamil
1138361,Kili Poyi,2013.0,Vinay Govind,Asif Ali,Malayalam
1138402,Ondu Sarala Prema Kathe,2024.0,Suni,Vinay Rajkumar,Kannada
1138404,Vaarikkuzhiyile Kolapathakam,2019.0,Rejishh Midhila,Amith Chakalakkal,Malayalam
1138409,Lord Livingstone 7000 Kandi,2015.0,Anil Radhakrishnan Menon,Kunchacko Boban,Malayalam
1138421,Phir Milenge,2004.0,Revathi,Salman Khan,Hindi
1138422,Paap,2003.0,Pooja Bhatt,John Abraham,Hindi
1138451,Pokkiri Raja,2016.0,Ramprakash Rayappa,Sibiraj,Tamil
1138463,Jayam Kondaan,2008.0,R. Kannan,Vinay Rai,Tamil
1138465,Bobby,2002.0,Sobhan,Mahesh Babu,Telugu
1138484,Dhool Ka Phool,1959.0,Yash Chopra,Mala Sinha,Hindi
1138636,Alpha,2019.0,Nasiruddin Yousuff,Alamgir Kabir,"Bengali, Bangla"
1138641,Mango Dreams,2017.0,John Upchurch,Pankaj Tripathi,Hindi
1138656,Balika Badhu,1976.0,Tarun Majumdar,Sachin Pilgaonkar,Hindi
1138708,7:11 PM,2023.0,Chaitu Madala,Saahas Pagadala,Telugu
1138801,Just Married,2007.0,Meghna Gulzar,Fardeen Khan,Hindi
1138805,Sundara Killadi,1998.0,Murali Krishnan,Dileep,Malayalam
1138808,Aakhree Raasta,1986.0,K. Bhagyaraj,Amitabh Bachchan,Hindi
1138831,Pon Manickavel,2021.0,A. C. Mugil,Prabhu Deva,Tamil
1138836,Adhyarathri,2019.0,Jibu Jacob,Biju Menon,Malayalam
1138837,Lihaaf: The Quilt,2019.0,Rahat Kazmi,Tannishtha Chatterjee,Hindi
1138876,Humayun,1945.0,Mehboob Khan,Mohammad Afzal,Hindi
1138882,Thalli Pogathey,2021.0,R. Kannan,Atharvaa Murali,Tamil
1138917,Ratha Kanneer,1954.0,S. Panju,M. R. Radha,Tamil
1138934,The Wayfarers,2019.0,Goutam Ghose,Adil Hussain,Hindi
1138941,Homely Meals,2014.0,Anoop Kannan,Vipin Atley,Malayalam
1138948,Bendu Apparao R.M.P,2009.0,E.V.V. Satyanarayana,Allari Naresh,Telugu
1138979,Ullasam,2022.0,Jeevan Jojo,Shane Nigam,Malayalam
1139028,Ek Paheli Leela,2015.0,Bobby Khan,Sunny Leone,Hindi
1139030,Salaam Kashmier,2014.0,Joshiy,Jayaram,Malayalam
1139084,Kailashey Kelenkari,2007.0,Sandip Ray,Sabyasachi Chakraborty,"Bengali, Bangla"
1139093,Ghar,1978.0,Manik Chatterjee,Vinod Mehra,Hindi
1139113,Rathasaatchi,2022.0,Rafiq Ismail,Kanna Ravi,Tamil
1139123,Popcorn Monkey Tiger,2020.0,Duniya Suri,Dhananjay,Kannada
1139137,Aradhana,1987.0,Bharathiraja,Chiranjeevi,Telugu
1139172,Njaan,2014.0,Ranjith,Dulquer Salmaan,Malayalam
1139291,Shefeekkinte Santhosham,2022.0,Anup Pandalam,Unni Mukundan,Malayalam
1139328,Pattathu Arasan,2022.0,A. Sarkunam,Atharvaa Murali,Tamil
1139340,Shadow,2013.0,Meher Ramesh,Venkatesh,Telugu
1139385,Lakshyam,2007.0,Sriwass,Gopichand,Telugu
1139396,Lekin...,1990.0,Gulzar,Dimple Kapadia,Hindi
1139414,Seeru,2020.0,Rathina Shiva,Jiiva,Tamil
1139432,Bhoot Unkle,2006.0,Mukesh Saigal,Jackie Shroff,Hindi
1139460,Rudra: The Edge Of Darkness,2022.0,Rajesh Mapuskar,Ajay Devgan,Hindi
1139484,Sadanandante Samayam,2003.0,Akku Akbar,Dileep,Malayalam
1139531,The Tiger Dancer,1989.0,Buddhadeb Dasgupta,Pavan Malhotra,"Bengali, Bangla"
1139558,College Kumaran,2008.0,Thulasidas,Mohanlal,Malayalam
1139585,Johny Johny Yes Appa,2018.0,G. Marthandan,Kunchacko Boban,Malayalam
1139663,Islamic Exorcist,2017.0,Faisal Saif,Meera,Hindi
1139813,Waves of Revolution,1975.0,Anand Patwardhan,,Hindi
1139851,Joru ka Ghulam,2000.0,Shakeel Noorani,Govinda,Hindi
1139862,Hero,1983.0,Subhash Ghai,Sanjeev Kumar,Hindi
1139877,Kick,2023.0,Prashanth Raj,Santhanam,Tamil
1139924,Vetrivel,2016.0,Vasantha Mani,M. Sasikumar,Tamil
1139939,Dharmathin Thalaivan,1988.0,S. P. Muthuraman,Rajinikanth,Tamil
1139946,Narthanasala,1963.0,Kamalakara Kameshwara Rao,N.T. Rama Rao,Telugu
1139974,Nippu,2012.0,Gunasekhar,Ravi Teja,Telugu
1139997,Rasavathi,2024.0,Santha Kumar,Arjun Das,Tamil
1140003,Gorilla,2019.0,Don Sandy,Jiiva,Tamil
1140024,Danger,2005.0,Pasupuleti Krishna Vamsi,Sairam Shankar,Telugu
1140035,Sadhna,1958.0,B.R. Chopra,Vyjayanthimala,Hindi
1140052,Street Lights,2018.0,Shamdat Sainudeen,Mammootty,Malayalam
1140070,Half Ticket,1962.0,Kalidas,Kishore Kumar,Hindi
1140090,Ore Mukham,2016.0,Sajith Jagadnandan,Dhyan Sreenivasan,Malayalam
1140109,Commissioner,1994.0,Shaji Kailas,Suresh Gopi,Malayalam
1140127,Butterfly,2022.0,Ghanta Satish Babu,Anupama Parameswaran,Telugu
1140128,Projapati,2022.0,Avijit Sen,Dev,"Bengali, Bangla"
1140164,Challenge,1984.0,A. Kodandarami Reddy,Chiranjeevi,Telugu
1140166,Avishkaar,1974.0,Basu Bhattacharya,Rajesh Khanna,Hindi
1140182,Tathagat,2021.0,Manav Kaul,Harish Khanna,Hindi
1140194,Ism,2016.0,Puri Jagannadh,Kalyan Ram,Telugu
1140282,Masterchef,2014.0,Ritesh Batra,Omkar Santosh Amte,Hindi
1140289,My Big Father,2009.0,Mahesh P. Sreenivasan,Guinness Pakru,Malayalam
1140335,Thaskara Veeran,2005.0,Pramod,Mammootty,Malayalam
1140346,Nizhal Nijamagirathu,1978.0,K. Balachander,Kamal Haasan,Tamil
1140401,Pelli SandaD,2021.0,Gowri Ronanki,Roshan Meka,Telugu
1140423,Darling Darling,2000.0,Rajasenan,Dileep,Malayalam
1140467,Ezhu Sundara Rathrikal,2013.0,Lal Jose,Dileep,Malayalam
1140509,Dhaka Attack,2017.0,Dipankar Dipon,Arifin Shuvo,"Bengali, Bangla"
1140605,Naa Alludu,2005.0,Vara Mullapoodi,N.T. Rama Rao Jr.,Telugu
1140632,Byomkesh Pawrbo,2016.0,Arindam Sil,Arindam Sil,"Bengali, Bangla"
1140668,Feluda Returns,2020.0,Srijit Mukherji,Tota Roy Chowdhury,"Bengali, Bangla"
1140694,Padamati Sandhya Ragam,1987.0,Jandhyala Subramanya Sastry,Vijayashanti,Telugu
1140696,Khaidi,1983.0,A. Kodandarami Reddy,Chiranjeevi,Telugu
1140764,Chandamama,2007.0,Pasupuleti Krishna Vamsi,Kajal Agarwal,Telugu
1140829,Prince,1969.0,Lekh Tandon,Shammi Kapoor,Hindi
1140832,Teen Devian,1965.0,Amarjeet,Dev Anand,Hindi
1140849,Ashwatthama,2017.0,Pushpendra Singh,Aryan,Hindi
1140862,Cholo Paltai,2011.0,Haranath Chakraborty,Aryann Bhowmick,"Bengali, Bangla"
1140898,Tope,2016.0,Buddhadeb Dasgupta,Sudipto Chatterjee,"Bengali, Bangla"
1140900,Urumbukal Urangarilla,2015.0,Jiju Asokan,Vinay Forrt,Malayalam
1140952,Devadasu,2006.0,Y. V. S. Chowdary,Ileana D'Cruz,Telugu
1141003,Alicinte Anweshanam,1989.0,T. V. Chandran,Nilambur Balan,Malayalam
1141038,Manasantha Nuvve,2001.0,V. N. Aditya,Uday Kiran,Telugu
1141056,Four Slippers,2023.0,Anurag Kashyap,Randeep Jha,Hindi
1141065,Welcome to New York,2018.0,Chakri Toleti,Sonakshi Sinha,Hindi
1141132,Devadasu,1953.0,Vedantam Raghavaiah,Nageshwara Rao Akkineni,Telugu
1141150,Ganagandharvan,2019.0,Ramesh Pisharody,Mammootty,Malayalam
1141155,Angrezi Mein Kehte Hain,2018.0,Harish Vyas,Sanjay Mishra,Hindi
1141171,Bombay Summer,2009.0,Joseph Mathew,Tannishtha Chatterjee,Hindi
1141180,Alibaba,2002.0,Usha Ganesarajah,,Hindi
1141228,Aetbaar,2004.0,Vikram Bhatt,Amitabh Bachchan,Hindi
1141270,Kachche Dhaage,1999.0,Milan Luthria,Ajay Devgan,Hindi
1141372,Azhagi,2002.0,Thangar Bachan,R. Parthiban,Tamil
1141416,Dil Dosti Etc,2007.0,Manish Tiwary,Shreyas Talpade,Hindi
1141454,Kaali,2018.0,Kiruthiga Udhayanidhi,Vijay Antony,Tamil
1141470,Dhoondte Reh Jaaoge,2009.0,Umesh Shukla,Paresh Rawal,Hindi
1141505,Chinnadana Nee Kosam,2014.0,A. Karunakaran,Nithiin,Telugu
1141583,Tasher Ghawr,2020.0,Sudipto Roy,Swastika Mukherjee,"Bengali, Bangla"
1141620,Nikamma,2022.0,Sabbir Khan,Shilpa Shetty Kundra,Hindi
1141628,Ramanujan,2014.0,Gnana Rajasekaran,Abhinay Vaddi,Tamil
1141635,Gorosthane Sabdhan,2010.0,Sandip Ray,Sabyasachi Chakraborty,"Bengali, Bangla"
1141690,Runway,2010.0,Tareque Masud,Moslemuddin,"Bengali, Bangla"
1141715,Trip,2021.0,Dennis Manjunath,Sunaina,Tamil
1141832,Aryan,1988.0,Priyadarshan,Mohanlal,Malayalam
1141848,Madha,2020.0,Srividya Basawa,Trishna Mukherjee,Telugu
1141874,Rakshasa Rajavu,2001.0,Vinayan,Mammootty,Malayalam
1141900,Saakshyam,2018.0,Sriwass,Bellamkonda Srinivas,Telugu
1141951,Khoya Khoya Chand,2007.0,Sudhir Mishra,Shiney Ahuja,Hindi
1142029,Sathi,2002.0,Haranath Chakraborty,Jeet,"Bengali, Bangla"
1142075,Naan Avan Illai,2007.0,Selva,Jeevan,Tamil
1142084,Khatta Meetha,1978.0,Basu Chatterjee,Ashok Kumar,Hindi
1142104,Alludu Adhurs,2021.0,Santosh Srinivas,Bellamkonda Srinivas,Telugu
1142144,Pattampoochi,2022.0,Badri,Sundar C,Tamil
1142153,Hi I'm Tony,2014.0,Lal Jr.,Lal,Malayalam
1142157,Fatso!,2009.0,Rajat Kapoor,Gul Panag,Hindi
1142190,Vithaikkaaran,2024.0,Venki,Sathish,Tamil
1142192,MR-9: Do or Die,2023.0,Asif Akbar,Frank Grillo,"Bengali, Bangla"
1142197,Tottaa Pataaka Item Maal,2019.0,Aditya Kripalani,Shalini Vatsa,Hindi
1142204,Ka Bodyscapes,2016.0,Jayan Cherian,Kannan Rajesh,Malayalam
1142281,Dongalunnaru Jagratha,2022.0,Sathish Tripura,Sri Simha Koduri,Telugu
1142295,Love 24x7,2015.0,Sreebala K Menon,Dileep,Malayalam
1142353,Easan,2010.0,M. Sasikumar,Vaibhav Reddy,Tamil
1142419,Feludar Goyendagiri: Darjeeling Jawmjawmaat,2022.0,Srijit Mukherji,Tota Roy Chowdhury,"Bengali, Bangla"
1142423,The Wanderlust of Apu,2021.0,Subhrajit Mitra,Arjun Chakrabarty,"Bengali, Bangla"
1142432,Youngistaan,2014.0,Syed Ahmed Afzal,Boman Irani,Hindi
1142439,Drohi,2010.0,Sudha Kongara Prasad,Srikanth,Tamil
1142450,Gandharvam,1993.0,Sangeeth Sivan,Mohanlal,Malayalam
1142459,Anbe Vaa,1966.0,A. C. Tirulokchandar,M. G. Ramachandran,Tamil
1142521,Appatha,2023.0,Priyadarshan,Urvashi,Tamil
1142524,Solomante Theneechakal,2022.0,Lal Jose,Joju George,Malayalam
1142528,Appatha,2023.0,Priyadarshan,Urvashi,Tamil
1142531,Solomante Theneechakal,2022.0,Lal Jose,Joju George,Malayalam
1142546,3G,2013.0,Sheershak Anand,Neil Nitin Mukesh,Hindi
1142610,Aflatoon,1997.0,Guddu Dhanoa,Akshay Kumar,Hindi
1142613,Kathakku Pinnil,1987.0,K. G. George,Mammootty,Malayalam
1142615,Kathakku Pinnil,1987.0,K. G. George,Mammootty,Malayalam
1142686,Pookkalam Varavayi,1991.0,Kamal,Jayaram,Malayalam
1142689,Pookkalam Varavayi,1991.0,Kamal,Jayaram,Malayalam
1142722,Greeku Veerudu,2013.0,Dasaradh,Nagarjuna Akkineni,Telugu
1142730,Perumazhakkalam,2004.0,Kamal,Meera Jasmine,Malayalam
1142737,Quiet Flows the River Chitra,1998.0,Tanvir Mokammel,Momtajuddin Ahmed,"Bengali, Bangla"
1142754,Maalai Nera Malipoo,2023.0,Sanjay Narayanan,Vinithra Madhavan Menon,Tamil
1142825,Antarmahal,2005.0,Rituparno Ghosh,Jackie Shroff,"Bengali, Bangla"
1142845,Golam,2024.0,Samjad P S,Ranjith Sajeev,Malayalam
1142935,Man from Bombay,1960.0,Raj Khosla,Dev Anand,Hindi
1142947,Kacher Manush,2022.0,Pathikrit Basu,Prosenjit Chatterjee,"Bengali, Bangla"
1142962,Seedan,2011.0,Subramaniam Siva,Krishna Nair,Tamil
1142968,Bachelor: The Circle,2004.0,Mostofa Sarwar Farooki,Humayun Faridi,"Bengali, Bangla"
1142985,Jigra,2024.0,Vasan Bala,Alia Bhatt,Hindi
1143023,Udayer Pathey,1944.0,Bimal Roy,Biswanath Bhaduri,"Bengali, Bangla"
1143026,Tadka,2022.0,Prakash Raj,Nana Patekar,Hindi
1143057,Avunu Valliddaru Ishtapaddaru!,2002.0,Vamsy,Ravi Teja,Telugu
1143158,Karumegangal Kalaiginrana,2023.0,Thangar Bachan,Bharathiraja,Tamil
1143161,Aranyak,2021.0,Vinay Waikul,Raveena Tandon,Hindi
1143234,Professor,1962.0,Lekh Tandon,Shammi Kapoor,Hindi
1143255,Shirdi Sai,2012.0,K Raghavendra Rao,Nagarjuna Akkineni,Telugu
1143257,Abar Byomkesh,2012.0,Anjan Dutt,Abir Chatterjee,"Bengali, Bangla"
1143264,Baladur,2008.0,Udayasankar,Ravi Teja,Telugu
1143269,Mazhathullikkilukkam,2002.0,Akku Akbar,Dileep,Malayalam
1143270,Sreekrishnapurathu Nakshathrathilakkam,1998.0,Rajasenan,Nagma,Malayalam
1143294,Tamilarasan,2023.0,Babu Yogeswaran,Vijay Antony,Tamil
1143310,Field-Trip,2013.0,Amit Dutta,,Hindi
1143316,The Tiger,2005.0,Shaji Kailas,Suresh Gopi,Malayalam
1143319,Nuvve Kavali,2000.0,K. Vijaya Bhaskar,Tarun,Telugu
1143359,The Xposé,2014.0,Ananth Narayan Mahadevan,Himesh Reshammiya,Hindi
1143411,CRD,2016.0,Kranti Kanadé,Abhay Mahajan,Hindi
1143443,The Fame Game,2022.0,Bejoy Nambiar,Madhuri Dixit,Hindi
1143461,The Flowering Tree,1992.0,Girish Karnad,Sonali Kulkarni,Kannada
1143468,Raja Paarvai,1981.0,Singeetam Srinivasa Rao,Kamal Haasan,Tamil
1143490,Yaan,2014.0,Ravi K. Chandran,Jiiva,Tamil
1143496,Solo,2011.0,Parasuram Petla,Nara Rohith,Telugu
1143526,Genius,2018.0,Anil Sharma,Nawazuddin Siddiqui,Hindi
1143585,The Ominous House,1979.0,Sheikh Niamat Ali,Dolly Anowar,"Bengali, Bangla"
1143618,Rise of the Zombie,2013.0,Luke Kenny,Benjamin Gilani,Hindi
1143727,Mr. Bharath,1986.0,S. P. Muthuraman,Rajinikanth,Tamil
1143746,Mizaru,2019.0,Sudarshan Suresh,Sandesh Kulkarni,Hindi
1143751,An Invitation,2017.0,Amit Dutta,,Hindi
1143759,Singam Puli,2011.0,Sai Ramani,Jiiva,Tamil
1143791,Siya,2022.0,Manish Mundra,Pooja Pandey,Hindi
1143793,Arjuna Phalguna,2021.0,Teja Marni,Sree Vishnu,Telugu
1143802,Tere Bin Laden Dead or Alive,2016.0,Abhishek Sharma,Maniesh Paul,Hindi
1143814,Vesham,2004.0,V M Vinu,Mammootty,Malayalam
1143853,Tu Chor Main Sipahi,1996.0,Guddu Dhanoa,Akshay Kumar,Hindi
1143874,ACT-1978,2020.0,Mansore,Yagna Shetty,Kannada
1143898,Deshdrohi,2008.0,Jagdish A. Sharma,Kamaal Rashid Khan,Hindi
1143916,Ethir Neechal,1968.0,K. Balachander,Nagesh,Tamil
1143972,The Scent of Earth,2021.0,Amit Dutta,,Hindi
1143975,Care Of Kaadhal,2021.0,Hemambar Jasthi,Karthik Rathnam,Tamil
1143984,Running Shaadi,2017.0,Amit Roy,Amit Sadh,Hindi
1143991,Kithakithalu,2006.0,E.V.V. Satyanarayana,Allari Naresh,Telugu
1144040,Ramkinkar Baij,1975.0,Ritwik Ghatak,Ramkinkar Baij,"Bengali, Bangla"
1144060,Dhamaka,2020.0,Omar Lulu,Mukesh,Malayalam
1144110,Nonsense,2018.0,MC Jithin,Rinosh George,Malayalam
1144127,Adavi Ramudu,2004.0,B. Gopal,Prabhas,Telugu
1144164,Death of a Father,2017.0,Somnath Pal,Ratnabali Bhattacharjee,"Bengali, Bangla"
1144206,Amazon Obhijaan,2017.0,Kamaleswar Mukherjee,Dev,"Bengali, Bangla"
1144222,Mampazhakkalam,2004.0,Joshiy,Mohanlal,Malayalam
1144239,Hondisi Bareyiri,2023.0,Ramenahalli Jagannatha,Naveen Shankar,Kannada
1144246,Raghu Rai: An Unframed Portrait,2018.0,Avani Rai,,Hindi
1144302,Chennakesava Reddy,2002.0,V. V. Vinayak,Nandamuri Balakrishna,Telugu
1144349,London Bridge,2014.0,Anil C. Menon,Prithviraj Sukumaran,Malayalam
1144356,Are You Listening!,2012.0,Kamar Ahmad Simon,,"Bengali, Bangla"
1144371,Love Love Love,1989.0,Babbar Subhash,Aamir Khan,Hindi
1144392,Sandeep Bhaiya,2023.0,Parijat Joshi,Sunny Hinduja,Hindi
1144419,Ainthu Ainthu Ainthu,2013.0,Sasi,Bharath Srinivasan,Tamil
1144473,Style,2016.0,Binu S,Unni Mukundan,Malayalam
1144492,Little John,2001.0,Singeetam Srinivasa Rao,Bentley Mitchum,Tamil
1144495,Oru Maravathoor Kanavu,1998.0,Lal Jose,Mammootty,Malayalam
1144585,Arjun,1985.0,Rahul Rawail,Sunny Deol,Hindi
1144645,Jango,2021.0,Mano Karthikeyan,Satheesh Kumar,Tamil
1144686,Jis Desh Mein Ganga Behti Hai,1960.0,Radhu Karmakar,Raj Kapoor,Hindi
1144704,Ardh,2022.0,Palash Muchhal,Rajpal Yadav,Hindi
1144717,Veeram,2016.0,Jayaraj,Kunal Kapoor,Malayalam
1144726,Leelai,2012.0,Andrew Louis,Shiv Panditt,Tamil
1144732,Chor Machaaye Shor,2002.0,David Dhawan,Bobby Deol,Hindi
1144781,Kandahar,2010.0,Major Ravi,Mohanlal,Malayalam
1144782,Shikkar,2010.0,Padmakumar M,Mohanlal,Malayalam
1144787,Main Aisa Hi Hoon,2005.0,Harry Baweja,Ajay Devgan,Hindi
1144843,Udhaya,2004.0,N. Azhagamperumal,Vijay,Tamil
1144908,Victim,2022.0,Pa. Ranjith,,Tamil
1144909,Ennivar,2022.0,Sidhartha Siva,Sarjano Khalid,Malayalam
1144972,Stomp,2022.0,Shinos Rahman,,Malayalam
1144988,Aalwar,2007.0,Chella Ayyavu,Ajith Kumar,Tamil
1145000,Reshma Aur Shera,1971.0,Sunil Dutt,Waheeda Rehman,Hindi
1145009,Vellari Pattanam,2023.0,Mahesh Vettiyaar,Manju Warrier,Malayalam
